Ride ID,Request Time,Customer ID,Pickup Location,Drop Location,Ride Type,Estimated Fare,Actual Fare,Distance (km),Estimated Time (mins),Actual Time (mins),Traffic Condition,Driver ID,Vehicle Type,Driver Rating,Payment Method,Payment Status,Ride Status,Customer Rating
1723705,56:27.9,CUST4914,Kolkata,Delhi,Bike,83.68,123.3752929,22.17,44,40,Medium,DRV418,Bike,4.5,Credit Card,Pending,No-show,3
4e08087d,01:27.9,CUST3472,Bangalore,Mumbai,Car,1087.26,1119.607507,20.9,35,38,High,DRV491,Hatchback,3.8,Wallet,Failed,No-show,3
c00a377f,33:27.9,CUST4289,Pune,Kolkata,Auto,653.02,666.771537,19.9,40,42,High,DRV295,Electric,4.2,UPI,Success,Completed,2.9
cb1c01b7,59:27.9,CUST1261,Bangalore,Ahmedabad,Auto,229.17,293.1699396,2.83,17,20,Medium,DRV837,Electric,4,Credit Card,Success,No-show,3
44986dd4,48:27.9,CUST9620,Hyderabad,Ahmedabad,Auto,835.24,843.3454301,9.99,10,19,Medium,DRV533,SUV,4.3,Debit Card,Success,No-show,3
d56fecdb,03:27.9,CUST1822,Pune,Delhi,Auto,1024.53,1099.628267,4.93,37,41,Low,DRV207,Sedan,3.1,Cash on Delivery,Failed,Completed,1.8
8b4369ff,33:27.9,CUST1462,Hyderabad,Chennai,Bike,1190.17,1179.302056,3.69,41,42,High,DRV894,Bike,4.1,Debit Card,Failed,No-show,3
c5419f16,30:27.9,CUST5752,Pune,Chennai,Auto,653.07,672.3351783,11.78,45,40,High,DRV322,Bike,4.7,Credit Card,Failed,No-show,3
c1d2c9cd,10:27.9,CUST4283,Kolkata,Mumbai,Car,562.91,559.2158772,16.89,31,38,Medium,DRV110,SUV,3.6,UPI,Success,Completed,2.9
f4666508,11:27.9,CUST2642,Delhi,Ahmedabad,Auto,1031.16,1039.23272,22.58,5,0,Medium,DRV930,Bike,4.1,UPI,Pending,Completed,1.5
274afc9e,06:27.9,CUST7473,Bangalore,Hyderabad,Bike,700.64,716.8078406,6.79,43,44,High,DRV519,Bike,3.7,Wallet,Failed,Cancelled,3
e8479dd5,30:27.9,CUST8756,Ahmedabad,Chennai,Car,980.68,1005.490436,4.41,31,31,Medium,DRV780,Bike,4.9,Cash on Delivery,Failed,Cancelled,3
e20c8434,40:27.9,CUST4336,Delhi,Mumbai,Car,341.2,402.6201229,24.22,43,42,Medium,DRV533,Bike,3.5,Wallet,Failed,Completed,2.9
a5ff1c5a,14:27.9,CUST1970,Delhi,Ahmedabad,Car,953.64,931.5728091,4.85,44,47,High,DRV599,Hatchback,3.3,UPI,Success,No-show,3
5cc9492b,46:27.9,CUST6937,Ahmedabad,Kolkata,Bike,583.1,654.849935,8.46,6,11,Low,DRV831,Bike,3.5,Credit Card,Pending,Completed,3.7
cf18fcd1,20:27.9,CUST9966,Pune,Delhi,Bike,448.24,455.5121749,10.71,26,27,Low,DRV721,Bike,3.2,Wallet,Failed,Completed,4.6
99c7bf78,04:27.9,CUST1618,Ahmedabad,Chennai,Car,1107.04,1115.323817,19.62,45,54,High,DRV482,Bike,5,Debit Card,Pending,Completed,2.4
dbbf8346,38:27.9,CUST5488,Chennai,Bangalore,Bike,1251.86,1328.028001,18.6,30,32,Low,DRV766,Bike,4,Debit Card,Success,No-show,3
8453d233,45:27.9,CUST2857,Ahmedabad,Hyderabad,Bike,798.7,817.1236931,19.8,7,8,High,DRV752,Bike,3.7,Cash on Delivery,Failed,Completed,4.8
19a7a4a3,36:27.9,CUST7325,Bangalore,Kolkata,Car,1277.72,1273.921811,9.91,7,13,Low,DRV263,Hatchback,3.4,UPI,Pending,Completed,1.9
216e9635,50:27.9,CUST4692,Kolkata,Ahmedabad,Auto,913.19,903.7624745,12.9,27,32,Low,DRV902,Bike,4.2,Credit Card,Success,No-show,3
13bca9ea,59:27.9,CUST1502,Bangalore,Ahmedabad,Car,95.51,110.1055251,7.04,35,38,Medium,DRV931,Hatchback,4.1,UPI,Success,No-show,3
87086486,00:27.9,CUST3781,Delhi,Bangalore,Auto,798.94,833.403213,21.3,18,21,Medium,DRV521,Electric,3.2,UPI,Failed,No-show,3
596a48f5,19:27.9,CUST3241,Pune,Kolkata,Bike,430.47,433.7475173,20.02,44,46,High,DRV405,Bike,5,UPI,Failed,Cancelled,3
f57ee253,29:27.9,CUST9849,Chennai,Bangalore,Auto,1083.87,1071.764805,13.52,18,14,High,DRV238,SUV,4.9,UPI,Failed,Cancelled,3
08406bc8,59:27.9,CUST9271,Kolkata,Delhi,Bike,1124.15,1131.377518,19.99,33,39,Medium,DRV757,Bike,4.5,Cash on Delivery,Pending,Cancelled,3
4d4610b8,18:27.9,CUST7829,Kolkata,Delhi,Auto,308.22,378.7955882,14.69,30,29,High,DRV454,Electric,4.1,Wallet,Pending,Completed,3
9.79E+180,45:27.9,CUST6993,Delhi,Hyderabad,Car,1124.57,1146.140593,12.43,15,12,Low,DRV450,Electric,3.4,Cash on Delivery,Pending,No-show,3
8692c9b2,44:27.9,CUST2089,Chennai,Mumbai,Car,825.76,870.9368484,8.1,9,7,Medium,DRV156,Hatchback,3.8,UPI,Failed,Completed,1.6
fee91a6c,15:27.9,CUST2653,Pune,Hyderabad,Auto,222.67,220.9186993,16.62,42,40,High,DRV483,Electric,4.4,Wallet,Success,No-show,3
6517a5c9,50:27.9,CUST2830,Chennai,Ahmedabad,Auto,696.82,768.2317062,19.57,27,35,Low,DRV104,Electric,4.1,UPI,Pending,No-show,3
31944548,25:27.9,CUST3683,Kolkata,Bangalore,Bike,526.2,510.960624,15.55,41,36,Medium,DRV331,Bike,4.8,UPI,Failed,Cancelled,3
e125b0e5,11:27.9,CUST4977,Delhi,Kolkata,Car,1086.35,1070.511516,19.41,42,52,Medium,DRV153,Hatchback,4.6,Wallet,Success,No-show,3
315ddf80,37:27.9,CUST4000,Bangalore,Delhi,Bike,836.33,828.9114691,2.84,33,42,Medium,DRV668,Bike,3.6,Credit Card,Success,Completed,3.3
298ec81c,51:27.9,CUST9163,Bangalore,Ahmedabad,Auto,695.48,755.6944679,1.65,16,12,High,DRV285,Bike,3.9,UPI,Pending,No-show,3
1f7fc1cc,59:27.9,CUST5573,Hyderabad,Chennai,Bike,671.61,680.2522236,12.4,22,23,High,DRV626,Bike,3.7,Credit Card,Failed,Cancelled,3
e73c435d,43:27.9,CUST2903,Mumbai,Kolkata,Bike,1439.92,1478.503836,3.78,5,9,High,DRV877,Bike,4,Wallet,Success,Cancelled,3
593c5620,43:27.9,CUST7242,Kolkata,Ahmedabad,Car,224.23,266.0498598,18.26,35,43,Low,DRV533,Bike,4.1,Debit Card,Success,No-show,3
420a20a1,02:27.9,CUST7534,Ahmedabad,Pune,Car,357.2,417.9518148,14.3,17,17,High,DRV838,Hatchback,4.9,Debit Card,Pending,Completed,2.6
66204a83,36:27.9,CUST9036,Chennai,Delhi,Bike,812.32,878.4340852,6.64,22,22,Low,DRV526,Bike,4.9,Wallet,Pending,Completed,3.2
404a81ad,21:27.9,CUST3390,Ahmedabad,Delhi,Auto,1287.12,1269.360604,20.4,42,46,Low,DRV141,Hatchback,4.9,Cash on Delivery,Pending,No-show,3
f574c99c,43:27.9,CUST9438,Pune,Chennai,Bike,817.23,847.1736551,16.15,37,36,Medium,DRV877,Bike,3.1,UPI,Failed,No-show,3
c8bd7753,18:27.9,CUST7965,Ahmedabad,Delhi,Car,1117.63,1108.114343,19.07,9,7,Medium,DRV826,Sedan,4.4,UPI,Pending,Completed,1.3
2d1f398e,03:27.9,CUST5801,Ahmedabad,Chennai,Bike,1482.99,1562.102353,21.84,38,48,Medium,DRV894,Bike,5,Cash on Delivery,Failed,No-show,3
a259ca25,33:27.9,CUST7599,Chennai,Hyderabad,Car,145.16,212.50364,8.09,37,40,High,DRV361,Electric,4.9,Debit Card,Failed,Completed,2.4
050e5f86,33:27.9,CUST9708,Ahmedabad,Kolkata,Bike,1389.13,1390.151091,14.79,18,16,High,DRV956,Bike,3.8,UPI,Failed,No-show,3
80d2e35b,50:27.9,CUST1314,Hyderabad,Bangalore,Auto,504.2,486.8229574,23.4,23,18,Low,DRV760,Sedan,4.6,UPI,Pending,No-show,3
1847736e,44:27.9,CUST9756,Bangalore,Delhi,Bike,1466.44,1468.120195,20.51,43,45,Low,DRV847,Bike,3.7,UPI,Pending,Completed,3.7
11199d3e,35:27.9,CUST3481,Delhi,Ahmedabad,Car,450.56,479.5368336,22.74,9,6,Low,DRV483,Bike,3,Cash on Delivery,Pending,No-show,3
db0e30e5,20:27.9,CUST9921,Ahmedabad,Pune,Auto,319.96,382.876198,23.74,44,44,Low,DRV285,Electric,3.2,Cash on Delivery,Failed,No-show,3
bfeea75c,07:27.9,CUST8365,Kolkata,Chennai,Bike,1064.74,1120.281295,19.97,12,19,Medium,DRV597,Bike,3.8,UPI,Success,No-show,3
7a265d8a,12:27.9,CUST5702,Kolkata,Ahmedabad,Car,1152.29,1145.210514,18.07,10,8,High,DRV441,Bike,4.2,Cash on Delivery,Pending,Completed,1.1
2194d308,00:27.9,CUST1361,Chennai,Hyderabad,Auto,438.07,422.5549543,9.65,10,7,Low,DRV824,Bike,4.5,Credit Card,Failed,Completed,1.7
d518d893,27:27.9,CUST1779,Chennai,Ahmedabad,Bike,1044.63,1124.004345,20.84,24,22,Medium,DRV460,Bike,3,Wallet,Pending,Cancelled,3
89a3784c,47:27.9,CUST4366,Mumbai,Chennai,Car,840.88,876.5317753,21.51,23,21,High,DRV686,Hatchback,3.2,Cash on Delivery,Success,Completed,1.3
a5de1ff9,22:27.9,CUST7029,Hyderabad,Pune,Bike,1010.15,1020.700883,7.09,18,20,Low,DRV907,Bike,4.2,Credit Card,Pending,Completed,4.6
f8b60e26,23:27.9,CUST7708,Ahmedabad,Pune,Bike,425.2,449.6261639,6.23,12,17,Low,DRV457,Bike,4.2,UPI,Pending,Completed,2.2
270e6d6c,13:27.9,CUST3387,Kolkata,Ahmedabad,Auto,1262.88,1326.962149,10.39,40,39,Medium,DRV466,Sedan,4.7,Wallet,Failed,No-show,3
679efc0f,24:27.9,CUST8698,Ahmedabad,Kolkata,Bike,254.96,245.7979177,2.28,8,11,High,DRV944,Bike,3.2,Credit Card,Pending,No-show,3
7b28aeec,39:27.9,CUST7485,Kolkata,Hyderabad,Auto,290.16,279.7117267,11.93,42,37,Low,DRV744,Bike,3.9,Cash on Delivery,Success,Completed,1.8
15ca5f48,30:27.9,CUST6105,Delhi,Bangalore,Auto,976.55,958.0741801,4.01,24,21,Medium,DRV645,Bike,3.1,Cash on Delivery,Pending,No-show,3
e8a4cd35,52:27.9,CUST2450,Mumbai,Chennai,Auto,918.14,967.9723026,3.32,27,23,Low,DRV568,Electric,3.4,Cash on Delivery,Success,Completed,1.2
77b99db0,32:27.9,CUST5363,Delhi,Chennai,Auto,426.13,441.2610451,4.14,43,39,Medium,DRV356,Electric,4.5,Credit Card,Pending,Cancelled,3
72ae9138,16:27.9,CUST6857,Bangalore,Delhi,Auto,544.04,607.5733867,6.17,20,28,Low,DRV307,SUV,4,UPI,Pending,No-show,3
f05c09a2,41:27.9,CUST7638,Bangalore,Pune,Car,1010.44,1033.237657,17.72,18,13,High,DRV579,Hatchback,3.8,Credit Card,Failed,No-show,3
50f477f9,34:27.9,CUST7316,Kolkata,Bangalore,Bike,637.6,630.7597327,13.03,37,35,Low,DRV604,Bike,3.5,UPI,Success,Cancelled,3
1145bda2,17:27.9,CUST5639,Delhi,Mumbai,Auto,672.71,720.598272,12.11,33,35,Low,DRV845,Hatchback,4,Credit Card,Failed,No-show,3
9f0cc79e,22:27.9,CUST7573,Chennai,Ahmedabad,Auto,1207.16,1189.314436,14.96,38,46,Medium,DRV523,Bike,4,Wallet,Failed,Cancelled,3
20312492,14:27.9,CUST3053,Ahmedabad,Mumbai,Car,1114.56,1181.414504,20.64,24,28,High,DRV368,Sedan,3.2,Credit Card,Success,Cancelled,3
049420c5,27:27.9,CUST9095,Kolkata,Mumbai,Car,1270.3,1280.70414,15.29,41,37,Low,DRV465,Bike,3.9,Debit Card,Pending,Completed,3.7
fff0af48,56:27.9,CUST3641,Mumbai,Hyderabad,Bike,1158.14,1212.409921,13.56,45,51,Low,DRV447,Bike,4.7,Wallet,Failed,Cancelled,3
a3b1409c,31:27.9,CUST7202,Ahmedabad,Bangalore,Bike,1370.04,1412.652007,19.12,36,43,Low,DRV420,Bike,4.4,Credit Card,Pending,No-show,3
8510069d,18:27.9,CUST6501,Mumbai,Ahmedabad,Auto,435.92,467.2729223,15.28,31,40,Low,DRV683,Sedan,4.2,UPI,Pending,Completed,1.1
7caf0b53,14:27.9,CUST3946,Hyderabad,Ahmedabad,Car,68.07,142.0955749,22.12,14,15,Low,DRV785,Bike,4.2,Cash on Delivery,Failed,Completed,4.1
7ddd3ec6,49:27.9,CUST1773,Chennai,Ahmedabad,Auto,1054.69,1102.431315,16.86,19,17,Medium,DRV668,Bike,4.9,Wallet,Pending,Completed,3.3
a25f8e09,10:27.9,CUST6534,Chennai,Hyderabad,Auto,287.65,350.9618636,12.16,37,45,High,DRV336,Hatchback,3.9,Credit Card,Failed,Completed,3.2
4102c41a,01:27.9,CUST7453,Bangalore,Delhi,Car,800.7,854.620734,3.44,39,37,High,DRV255,SUV,3.8,Wallet,Failed,No-show,3
18e40dd6,48:27.9,CUST5912,Ahmedabad,Hyderabad,Bike,537.83,548.2217789,10.39,16,25,Low,DRV178,Bike,4,Credit Card,Success,Cancelled,3
c8a8228c,55:27.9,CUST6735,Hyderabad,Pune,Bike,570.78,573.7418604,3.56,24,31,Medium,DRV494,Bike,4.5,Debit Card,Failed,Cancelled,3
3189f0ae,44:27.9,CUST1937,Ahmedabad,Pune,Auto,947.86,966.8326082,13.15,40,42,High,DRV869,Bike,4.7,UPI,Success,Completed,2.5
dc7f221a,53:27.9,CUST5554,Delhi,Kolkata,Car,1490.2,1569.73372,7.82,41,40,Medium,DRV103,Sedan,3.2,Wallet,Failed,No-show,3
404008cc,05:27.9,CUST8651,Delhi,Chennai,Car,866.92,850.9947025,7.66,30,37,Medium,DRV645,Hatchback,3.8,Cash on Delivery,Success,Cancelled,3
cfa5aebe,08:27.9,CUST8168,Hyderabad,Delhi,Car,1142.8,1178.41645,1.64,15,13,Medium,DRV830,Hatchback,3.9,Credit Card,Pending,Cancelled,3
f4a41d99,26:27.9,CUST4506,Chennai,Hyderabad,Bike,1481.32,1481.211145,18.72,33,40,High,DRV398,Bike,3.6,Debit Card,Success,Cancelled,3
fc9bc66d,50:27.9,CUST3174,Delhi,Mumbai,Auto,641.65,623.860651,23.17,34,44,High,DRV575,Hatchback,4.6,Cash on Delivery,Failed,Completed,2
45d5c38e,48:27.9,CUST2136,Bangalore,Pune,Auto,346.17,386.2351443,5.99,14,14,High,DRV859,Bike,4.3,UPI,Success,Cancelled,3
d8c52f80,01:27.9,CUST3571,Ahmedabad,Chennai,Bike,814.4,867.0717778,15.03,30,28,Low,DRV879,Bike,3.3,Debit Card,Failed,Cancelled,3
64fea384,07:27.9,CUST2834,Bangalore,Kolkata,Auto,253.31,263.5749319,16.83,28,27,Medium,DRV451,Hatchback,4.7,Debit Card,Pending,Cancelled,3
51ff1335,17:27.9,CUST4372,Mumbai,Kolkata,Bike,714.04,775.7157693,14.32,34,31,Low,DRV130,Bike,3,Credit Card,Pending,No-show,3
865d5bdb,53:27.9,CUST5728,Bangalore,Delhi,Car,778.49,787.7194696,13.92,40,44,Medium,DRV541,Sedan,4.2,Debit Card,Success,No-show,3
6afb345c,19:27.9,CUST1854,Bangalore,Mumbai,Bike,1282.85,1319.319759,16.88,27,36,Low,DRV347,Bike,4,Cash on Delivery,Failed,No-show,3
728477c6,19:27.9,CUST6492,Mumbai,Ahmedabad,Auto,148.26,169.4298496,18.46,15,22,High,DRV954,Sedan,4.3,Cash on Delivery,Failed,Cancelled,3
2e2afcdc,11:27.9,CUST5404,Mumbai,Ahmedabad,Auto,1493.97,1481.719646,4.84,30,25,High,DRV505,Sedan,4.8,Debit Card,Failed,Completed,4.5
5b4a0422,55:27.9,CUST6422,Kolkata,Ahmedabad,Car,1352.93,1397.790848,19.93,12,19,High,DRV546,SUV,3.4,Cash on Delivery,Failed,No-show,3
8f37ad87,08:27.9,CUST9243,Pune,Delhi,Auto,636.49,703.8243051,22.66,34,39,Low,DRV201,Electric,4.3,Wallet,Pending,Completed,3.5
48b022db,33:27.9,CUST6638,Kolkata,Chennai,Car,1269.84,1296.935561,1.57,45,47,Low,DRV521,Hatchback,4.6,UPI,Success,No-show,3
78565e7a,30:27.9,CUST9703,Hyderabad,Kolkata,Auto,1463.88,1440.588151,8.96,33,36,Medium,DRV413,Hatchback,3.4,UPI,Failed,No-show,3
7f890d08,52:27.9,CUST8593,Chennai,Kolkata,Auto,660.46,717.202922,9.09,24,22,High,DRV254,SUV,3.9,UPI,Pending,No-show,3
8cf03bf5,17:27.9,CUST7566,Mumbai,Ahmedabad,Auto,887.14,914.7828167,20.9,33,31,Medium,DRV148,SUV,3.6,UPI,Success,No-show,3
45290dfa,22:27.9,CUST5402,Bangalore,Delhi,Bike,824.68,892.7454195,8.57,14,12,Low,DRV447,Bike,3.9,Wallet,Success,Completed,3.1
5b0decc5,01:27.9,CUST1301,Mumbai,Delhi,Car,407.42,435.6024462,3.75,16,25,Low,DRV749,Hatchback,4.6,Credit Card,Failed,Completed,1.2
a67cc353,42:27.9,CUST1484,Chennai,Delhi,Bike,641.8,690.5564941,9.34,30,40,Low,DRV400,Bike,4.9,Debit Card,Failed,Cancelled,3
3d003969,37:27.9,CUST6716,Mumbai,Kolkata,Bike,249.8,228.5955763,6.18,25,23,Low,DRV236,Bike,4.6,Debit Card,Pending,Completed,4.8
daed1b46,06:27.9,CUST8777,Chennai,Pune,Auto,592.97,654.0602793,14.88,16,21,Medium,DRV396,Electric,4.4,Credit Card,Success,Completed,4.9
9efe2ae4,27:27.9,CUST3792,Hyderabad,Mumbai,Bike,466.8,492.2648356,23.98,34,33,High,DRV773,Bike,4.5,UPI,Success,No-show,3
97b3365a,49:27.9,CUST2267,Bangalore,Kolkata,Car,829.87,875.1568672,2.24,27,33,Low,DRV519,Sedan,4,Credit Card,Failed,Completed,2.7
52f7d4db,25:27.9,CUST9922,Kolkata,Pune,Auto,210.55,275.5200583,21.68,32,36,High,DRV965,SUV,3.7,Wallet,Success,No-show,3
9226f95b,55:27.9,CUST8863,Hyderabad,Pune,Bike,153.09,189.8434159,17.11,17,19,High,DRV156,Bike,4.5,Credit Card,Pending,Cancelled,3
bfabc767,19:27.9,CUST1177,Hyderabad,Pune,Auto,284.68,324.0112699,18.3,21,16,High,DRV887,Hatchback,3.5,Debit Card,Success,Completed,3.5
50ccb853,09:27.9,CUST4289,Chennai,Delhi,Bike,361.18,396.2326277,21.95,39,49,High,DRV327,Bike,4.4,Credit Card,Pending,Completed,2.9
b0dd06f5,47:27.9,CUST6573,Kolkata,Pune,Car,236.17,264.0636253,13.33,5,5,High,DRV418,SUV,4.4,Debit Card,Success,No-show,3
e574f1cc,41:27.9,CUST3957,Pune,Delhi,Bike,218.66,296.6103211,1.47,27,26,Medium,DRV636,Bike,3.9,Debit Card,Failed,Completed,3.9
a9e1b7e3,18:27.9,CUST9482,Delhi,Chennai,Bike,1440,1460.260846,7.54,12,22,Medium,DRV648,Bike,3.5,Debit Card,Success,Cancelled,3
397ebae0,24:27.9,CUST2957,Bangalore,Hyderabad,Auto,1242.61,1269.494791,5.03,15,14,High,DRV669,Electric,4,Cash on Delivery,Success,Cancelled,3
042899bf,05:27.9,CUST6379,Mumbai,Kolkata,Auto,698.65,767.8585385,20.6,16,24,High,DRV443,Electric,3,Cash on Delivery,Failed,Completed,4.3
ab8c5600,12:27.9,CUST4004,Pune,Bangalore,Auto,483.93,458.7745584,15.02,40,46,High,DRV361,Bike,3.2,Cash on Delivery,Pending,Cancelled,3
a9bb5758,15:27.9,CUST4199,Hyderabad,Delhi,Car,676.53,672.9855792,20.09,36,45,High,DRV877,Sedan,4.6,Wallet,Success,Completed,1.6
e82d3f6c,23:27.9,CUST6702,Mumbai,Ahmedabad,Bike,948.94,1011.976599,21.98,10,5,Low,DRV845,Bike,4,UPI,Failed,Cancelled,3
642e733e,03:27.9,CUST7474,Pune,Hyderabad,Car,209.12,219.0128028,6.49,20,24,Low,DRV327,Electric,4.4,UPI,Pending,No-show,3
6a7d0682,22:27.9,CUST1853,Mumbai,Delhi,Auto,729.61,760.4087471,22.04,45,43,Low,DRV965,Electric,5,UPI,Failed,Cancelled,3
70f4c0ac,38:27.9,CUST2840,Bangalore,Hyderabad,Auto,274.75,264.9368589,5.14,35,42,Medium,DRV694,Electric,3.5,Credit Card,Pending,No-show,3
bbb09d5b,33:27.9,CUST2061,Hyderabad,Pune,Auto,1173.05,1199.610147,17.76,10,6,Medium,DRV423,SUV,4.5,Cash on Delivery,Pending,Completed,3.2
62c91509,49:27.9,CUST6244,Mumbai,Ahmedabad,Car,1240.34,1251.215578,3.29,6,15,Medium,DRV145,Sedan,4.9,Debit Card,Success,Cancelled,3
cfbe511a,12:27.9,CUST7631,Mumbai,Kolkata,Car,1105.8,1181.747144,21.35,29,29,Medium,DRV411,Sedan,4.8,Wallet,Success,Completed,3.4
7b3f7d7e,53:27.9,CUST7486,Bangalore,Mumbai,Car,1257.23,1255.973161,2.73,36,44,Low,DRV160,Bike,3.9,Wallet,Failed,Cancelled,3
e0bb78e0,39:27.9,CUST7237,Mumbai,Hyderabad,Auto,795.85,829.077684,2.66,14,14,Medium,DRV614,Sedan,4.1,Wallet,Pending,No-show,3
76a77065,39:27.9,CUST1855,Ahmedabad,Mumbai,Bike,395.88,449.5986078,10.41,44,52,High,DRV244,Bike,3.7,Cash on Delivery,Failed,No-show,3
3f696dbe,48:27.9,CUST8974,Chennai,Bangalore,Auto,1073.51,1057.970367,12.91,29,30,High,DRV772,Electric,3.4,Credit Card,Pending,Cancelled,3
0e04149e,47:27.9,CUST1275,Kolkata,Mumbai,Bike,1138.79,1217.196861,16.69,45,41,High,DRV144,Bike,4.3,Wallet,Success,Cancelled,3
3695e1e8,39:27.9,CUST7616,Mumbai,Chennai,Bike,855.38,848.3189133,19.96,14,10,Medium,DRV400,Bike,3.9,Credit Card,Failed,Cancelled,3
68d77774,25:27.9,CUST3085,Mumbai,Bangalore,Car,840.68,878.4277332,2.11,15,13,High,DRV677,Hatchback,3,Debit Card,Success,Completed,3.7
9c352169,47:27.9,CUST5754,Ahmedabad,Chennai,Auto,1291.36,1335.219126,4.7,43,46,High,DRV113,Bike,4.2,Wallet,Success,Completed,1.2
446c004c,54:27.9,CUST9856,Chennai,Pune,Car,1031.82,1085.012191,10.94,25,31,High,DRV688,SUV,3.2,Credit Card,Success,Cancelled,3
da0a0935,13:27.9,CUST1836,Kolkata,Hyderabad,Car,638.09,626.8007842,1.64,34,36,Medium,DRV133,Bike,3.5,Wallet,Pending,Completed,4.2
7e445782,40:27.9,CUST4672,Bangalore,Ahmedabad,Auto,965.53,1006.274882,18.79,45,48,Low,DRV761,Hatchback,4,UPI,Failed,Cancelled,3
2ea6dd5c,05:27.9,CUST7172,Delhi,Pune,Auto,1289.26,1355.090639,3.07,44,47,Medium,DRV843,Electric,3.4,Credit Card,Pending,Cancelled,3
141e90b9,10:27.9,CUST1011,Ahmedabad,Pune,Auto,1077.79,1076.498278,22.29,21,22,High,DRV899,Electric,3.7,Debit Card,Success,Cancelled,3
cd26ab88,09:27.9,CUST5244,Hyderabad,Pune,Bike,362.99,373.0856089,5.48,38,48,Low,DRV557,Bike,3.6,Credit Card,Success,Cancelled,3
18e564ce,13:27.9,CUST1594,Pune,Ahmedabad,Car,1238.51,1286.27381,12.07,44,53,High,DRV180,Sedan,4.5,Wallet,Success,Cancelled,3
ae6e7e58,15:27.9,CUST4354,Ahmedabad,Pune,Auto,866.2,901.9083907,24.49,32,41,Medium,DRV546,SUV,3.6,Credit Card,Failed,Completed,1.9
953aac19,48:27.9,CUST2250,Chennai,Mumbai,Bike,1073.8,1061.942498,14.51,40,39,High,DRV194,Bike,5,Debit Card,Pending,Cancelled,3
ef7e3bca,46:27.9,CUST4811,Pune,Delhi,Bike,1093.89,1088.650837,20.12,6,15,Low,DRV368,Bike,3.4,Credit Card,Pending,Completed,3.6
25a1ab73,08:27.9,CUST7714,Mumbai,Kolkata,Car,919.51,897.2424174,16.21,6,14,Medium,DRV799,SUV,4.9,Wallet,Success,No-show,3
e11fe7c4,54:27.9,CUST4765,Kolkata,Delhi,Auto,524.16,511.8969155,1.66,13,10,High,DRV874,Electric,4,Cash on Delivery,Failed,Cancelled,3
a8a2367d,29:27.9,CUST6118,Hyderabad,Pune,Bike,749.71,762.2429767,16.98,33,28,Medium,DRV225,Bike,4.5,Debit Card,Pending,Cancelled,3
c843dde0,49:27.9,CUST6518,Kolkata,Delhi,Bike,449.88,422.2945484,4.54,34,32,High,DRV256,Bike,4.7,Debit Card,Success,No-show,3
d2615bf2,22:27.9,CUST2415,Hyderabad,Pune,Auto,128.87,109.2398532,20.54,7,8,Low,DRV156,SUV,3.5,UPI,Pending,Cancelled,3
9fc5b517,58:27.9,CUST1980,Hyderabad,Ahmedabad,Auto,886.2,963.8069373,17.45,5,2,Low,DRV298,Bike,4.6,Wallet,Pending,Completed,3.9
accd5f27,48:27.9,CUST9871,Delhi,Chennai,Auto,1490.05,1498.421269,23.49,28,28,Low,DRV737,SUV,3.8,Credit Card,Failed,No-show,3
11cefe9d,03:27.9,CUST9883,Mumbai,Kolkata,Auto,605.77,629.067779,22.29,34,39,Medium,DRV379,Electric,4.2,Cash on Delivery,Success,No-show,3
aee3abd2,30:27.9,CUST2500,Kolkata,Pune,Auto,726.62,791.3408539,1.45,37,33,Medium,DRV445,SUV,4.6,Wallet,Success,Completed,4.3
b33c501b,53:27.9,CUST8421,Chennai,Kolkata,Bike,919.96,890.8488761,9.66,31,33,Medium,DRV953,Bike,4.2,Credit Card,Pending,Completed,2.5
bb8de445,35:27.9,CUST4401,Mumbai,Pune,Car,647.91,714.8291962,18.91,32,36,Low,DRV746,Hatchback,3.7,Wallet,Pending,Cancelled,3
23716beb,57:27.9,CUST8795,Kolkata,Pune,Car,1392.88,1367.067659,12.29,30,38,High,DRV441,Hatchback,4.1,Cash on Delivery,Success,No-show,3
c37e4682,53:27.9,CUST2993,Delhi,Hyderabad,Bike,414.28,384.7105319,22.1,16,22,Medium,DRV220,Bike,3.1,UPI,Failed,No-show,3
68b7dd6e,44:27.9,CUST1281,Hyderabad,Pune,Bike,1282.96,1292.52967,19.78,27,28,High,DRV593,Bike,4.4,Wallet,Failed,Completed,1.5
0017beba,00:27.9,CUST1733,Kolkata,Delhi,Bike,970.02,1018.133839,5.92,40,42,Low,DRV701,Bike,4.8,Cash on Delivery,Failed,Completed,1.1
827f801f,39:27.9,CUST7201,Kolkata,Chennai,Auto,483.9,475.5705813,9.21,15,13,High,DRV962,Bike,3.5,Cash on Delivery,Failed,Cancelled,3
f3e2c39b,25:27.9,CUST9169,Kolkata,Bangalore,Auto,421.39,483.3104986,23.46,23,24,High,DRV727,Hatchback,4,Wallet,Pending,Cancelled,3
9cdd23cc,33:27.9,CUST6209,Hyderabad,Kolkata,Car,1113.23,1083.434977,8.98,7,17,High,DRV201,Hatchback,3.5,Wallet,Pending,Cancelled,3
0ffd0a8e,12:27.9,CUST5606,Pune,Chennai,Bike,708.26,760.0409504,3.21,33,38,High,DRV693,Bike,3.2,Credit Card,Success,No-show,3
ee4ec187,28:27.9,CUST5895,Hyderabad,Ahmedabad,Auto,1137.56,1184.435068,17.39,20,18,Medium,DRV149,Bike,4.5,UPI,Success,Completed,1.6
